order,category,finalStatus,finalLevelId,finalAssetPath,loadedAssetPath,loadMode,assemblyAction,assemblySourcePool,assemblyGateClass,assemblyRemainingGap,assemblyCopyRequired,productionLane,productionStyle,productionChainLanguage,chains,sourceCoverage,maxChoices,localPatchSolveRunMax,solveTraceQualityScore,note
273,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,SectionUnlock,,111,0.983,11,8,,
274,normal,ReplacedRhythmV4,c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,rail_chain,63,0.974,8,6,0.848,
275,normal,ReplacedRhythmV4,nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,48,0.95,7,3,0.917,
276,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedmaze_section_weave,longchain,family_profile_chain,23,0.9437,8,3,0.93,
277,hole,OriginalNonTarget,hole_topup_030_topup_std_26x26_dual,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L277_hole_topup_030_topup_std_26x26_dual.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
278,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10e_02_L278_tree,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,SectionUnlock,,116,0.988,12,8,,
279,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,NeutralMixed,neutral,mixed_chain,54,0.989,10,7,0.872,
280,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset,ManifestAsset,ActiveReplace,Campaign500NormalFullV1UnusedStrict,RhythmV4Front300TraceKeep,False,False,FlowPatch,flow,patch_chain,54,0.991,9,9,0.912,
281,normal,ReplacedRhythmV4,nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60Front300,RhythmV4Front300TraceKeep,False,False,maze_long_chain,longchain,spine_chain,43,0.924,6,6,0.961,
282,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,PeelMid,hardgate,rail_chain,54,0.991,10,5,0.851,
283,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,114,0.991,10,9,,
284,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_headmix_outerclean,longchain,family_profile_chain,29,0.9540,8,5,0.925,
285,hole,OriginalNonTarget,hole_topup_025_topup_std_24x28_maze,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
286,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedmaze_chamber_corridor,longchain,family_profile_chain,24,0.9332,8,2,0.904,
287,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedweave_dense_support,longchain,family_profile_chain,29,0.9339,10,5,0.893,
288,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10e_04_L288_knighthelmet,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,101,0.988,9,9,,
289,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowRail,flow,rail_chain,39,0.988,9,3,0.915,
290,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_02_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedweave_braid_carrier,longchain,family_profile_chain,15,0.9427,8,3,0.924,
291,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_13_nutation_flow_rail_v1_rect_s02_o011_v00_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,rail_chain,40,0.988,9,5,0.919,
292,hole,OriginalNonTarget,hole_candidate_028_std_24x26_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L292_hole_candidate_028_std_24x26_section.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_028_std_24x26_section.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
293,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,128,0.987,10,15,,
294,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_seedweave_braid_carrier.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedweave_braid_carrier,longchain,family_profile_chain,15,0.9427,8,3,0.924,
295,normal,ReplacedRhythmV4,campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowRail,flow,rail_chain,38,0.995,8,6,0.878,
296,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_seedmaze_chamber_corridor,longchain,family_profile_chain,17,0.9457,9,5,0.94,
297,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_03_nutation_flow_rail_v1_rect_s06_o060_v02_flowrail_patch_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowPatch,flow,patch_chain,38,0.995,7,4,0.866,
298,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,108,0.985,9,10,,
299,normal,ReplacedRhythmV4,campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset,Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset,ManifestAsset,ActiveReplace,SeedV5LongChain30Front300,RhythmV4Front300TraceKeep,False,False,slot_headmix_outerclean,longchain,family_profile_chain,15,0.9375,8,3,0.947,
300,normal,ReplacedRhythmV4,campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_04_nutation_flow_rail_v1_rect_s07_o068_v00_flowrail_mixed_chain.asset,ManifestAsset,ActiveReplace,Campaign500_HardGateUntil0910,RhythmV4Front300TraceKeep,False,False,FlowCurve,flow,curve_chain,36,0.986,9,3,0.89,
301,hole,OriginalNonTarget,hole_highchain_extra_012_hc2_28x30_lock_a,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L301_hole_highchain_extra_012_hc2_28x30_lock_a.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
302,normal,OriginalTargetMissingHardGate,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L302_direct_normal_topup_51_direct_normal_topup_rect_de.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,FlowCurve,,curve_chain,,,,,,missingFinalAssetPath
303,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_29_L303_virtualpetkeychain_r2dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,DenseWeave,,103,0.983,12,7,,
304,normal,OriginalNonTarget,direct_normal_138_direct_normal_rect_stair_push_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L304_direct_normal_138_direct_normal_rect_stair_push_g1.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
305,normal,After300DeferredForFront300PriorityV3,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L305_direct_advanced_19_direct_advanced_veryhard_rect_c.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
306,normal,OriginalNonTarget,direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L306_direct_diff120_101_direct_diff_hard_long_spine_sna.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
307,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_99_L307_pear_dense.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,DenseWeave,,118,0.984,9,7,,
308,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L308_direct_pure_topup_05_15_direct_normal_pure_rect_du.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
309,normal,After300DeferredForFront300PriorityV3,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L309_direct_advanced_41_direct_advanced_veryhard_rect_l.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
310,normal,OriginalNonTarget,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L310_direct_normal_58_direct_normal_rect_stair_push_g5_.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
311,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L311_direct_pure_topup_06_16_direct_normal_pure_rect_ma.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
