order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
316,32,6,A7_AdvancedVariation,advanced_variation,Main/Level_Main_316,normal,4,极难,0,,,0,233,210,256,1405,28,51,0.549,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,143,155,167,143-167,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
317,32,7,A7_AdvancedVariation,advanced_variation,Main/Level_Main_317_hole,hole,1,普通/恢复,0,,,1,65,59,71,694,28,28,1.0,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,92,98,104,92-104,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
318,32,8,A7_AdvancedVariation,advanced_variation,Main/Level_Main_318,shape,2,困难,1,flame,火焰,0,125,113,137,867,34,42,0.81,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
319,32,9,A7_AdvancedVariation,advanced_variation,Main/Level_Main_319,normal,1,普通/恢复,0,,,0,115,103,127,878,22,41,0.537,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,98,104,110,98-110,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
320,32,10,A7_AdvancedVariation,advanced_variation,Main/Level_Main_320,normal,1,普通/恢复,0,,,0,114,103,125,814,23,36,0.639,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
321,33,1,A7_AdvancedVariation,advanced_variation,Main/Level_Main_321,normal,1,普通/恢复,0,,,0,108,97,119,858,23,38,0.605,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,88,94,100,88-100,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
322,33,2,A7_AdvancedVariation,advanced_variation,Main/Level_Main_322,normal,1,普通/恢复,0,,,0,101,91,111,760,21,37,0.568,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,94,100,106,94-106,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
323,33,3,A7_AdvancedVariation,advanced_variation,Main/Level_Main_323,shape,2,困难,1,hotairballoon,热气球,0,124,112,136,848,34,44,0.773,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,114,122,130,114-130,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
324,33,4,A7_AdvancedVariation,advanced_variation,Main/Level_Main_324,normal,3,特别困难,0,,,0,174,157,191,1329,28,48,0.583,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,122,132,142,122-142,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
325,33,5,A7_AdvancedVariation,advanced_variation,Main/Level_Main_325_hole,hole,1,普通/恢复,0,,,1,66,59,73,644,26,28,0.929,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,100,106,112,100-112,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
326,33,6,A7_AdvancedVariation,advanced_variation,Main/Level_Main_326,normal,1,普通/恢复,0,,,0,104,94,114,751,22,35,0.629,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,104,110,116,104-116,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
327,33,7,A7_AdvancedVariation,advanced_variation,Main/Level_Main_327,shape,2,困难,1,compass,指南针,0,130,117,143,1066,38,47,0.809,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,110,118,126,110-126,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
328,33,8,A7_AdvancedVariation,advanced_variation,Main/Level_Main_328,normal,3,特别困难,0,,,0,165,149,181,1011,24,43,0.558,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,132,142,152,132-152,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
329,33,9,A7_AdvancedVariation,advanced_variation,Main/Level_Main_329,normal,4,极难,0,,,0,203,183,223,1270,26,50,0.52,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,138,150,162,138-162,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
330,33,10,A7_AdvancedVariation,advanced_variation,Main/Level_Main_330,normal,1,普通/恢复,0,,,0,113,102,124,862,23,38,0.605,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
331,34,1,A7_AdvancedVariation,advanced_variation,Main/Level_Main_331,normal,2,困难,0,,,0,147,132,162,898,21,44,0.477,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,105,113,121,105-121,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
332,34,2,A7_AdvancedVariation,advanced_variation,Main/Level_Main_332,normal,1,普通/恢复,0,,,0,118,106,130,717,20,37,0.541,NormalPractice,practice current section language,,,Flow/Peel/Mixed,curve_rail,94,100,106,94-106,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
333,34,3,A7_AdvancedVariation,advanced_variation,Main/Level_Main_333,shape,2,困难,1,leaf,叶子,0,130,117,143,1093,38,47,0.809,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,115,123,131,115-131,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
334,34,4,A7_AdvancedVariation,advanced_variation,Main/Level_Main_334,normal,3,特别困难,0,,,0,207,186,228,1262,28,46,0.609,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,123,133,143,123-143,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
335,34,5,A7_AdvancedVariation,advanced_variation,Main/Level_Main_335_hole,hole,1,普通/恢复,0,,,1,80,72,88,859,32,30,1.067,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,101,107,113,101-113,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
336,34,6,A7_AdvancedVariation,advanced_variation,Main/Level_Main_336,normal,4,极难,0,,,0,216,194,238,1325,28,48,0.583,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,144,156,168,144-168,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
337,34,7,A7_AdvancedVariation,advanced_variation,Main/Level_Main_337,normal,1,普通/恢复,0,,,0,103,93,113,815,23,36,0.639,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,92,98,104,92-104,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
338,34,8,A7_AdvancedVariation,advanced_variation,Main/Level_Main_338,shape,3,特别困难,1,television,电视,0,136,122,150,1144,44,40,1.1,StylePeak,"shape hosts this section peak as a visual lens, not the sole difficulty source",,,ShapeHosted/Peel/LongChainLite/HubLite,theme_peak,136,146,156,136-156,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;category_theme_visible_first_viewport;shape_perspective_variation;underlying_non_shape_read_evidence,illegal_chain;unsolved;zero_difficulty;peak_not_above_section_normal;no_post_peak_release,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_late_peak,needs_underlying_hard_supply_shape_cameo,locked_spec_not_resource_assignment,,,
339,34,9,A7_AdvancedVariation,advanced_variation,Main/Level_Main_339,normal,1,普通/恢复,0,,,0,110,99,121,834,23,37,0.622,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,99,105,111,99-111,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
340,34,10,A7_AdvancedVariation,advanced_variation,Main/Level_Main_340,normal,1,普通/恢复,0,,,0,110,99,121,812,23,36,0.639,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
