"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"302","31","2","Main/Level_Main_302","normal","1","普通/恢复","102","773","BaselinePractice","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"303","31","3","Main/Level_Main_303","shape","1","普通/恢复","120","819","LanguageTurn","SpecialAnchorBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"304","31","4","Main/Level_Main_304","normal","1","普通/恢复","122","906","VisualSpatialTurn","VariationBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","rail","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"305","31","5","Main/Level_Main_305","normal","3","特别困难","181","1078","BridgeRamp","PeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","向困难位铺垫，但不能压过困难","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"306","31","6","Main/Level_Main_306","normal","1","普通/恢复","117","889","FirstReadWindow","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"307","31","7","Main/Level_Main_307","shape","2","困难","121","982","BreathOrPractice","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"308","31","8","Main/Level_Main_308","normal","1","普通/恢复","106","767","LatePressureWindow","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","若模板为困难则做主困难；若普通则做后段练习","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"309","31","9","Main/Level_Main_309","normal","4","极难","200","1201","PeakSetup","ExtremePeakBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"310","31","10","Main/Level_Main_310","normal","1","普通/恢复","111","838","PeakOrLanding","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","高级Hub/LongChain少量引入 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"311","32","1","Main/Level_Main_311","normal","1","普通/恢复","103","728","ResetOpener","RecoveryBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"312","32","2","Main/Level_Main_312","normal","3","特别困难","134","837","BaselinePractice","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","LongChain/Hub/Peel","System.Object[]","与前后关保持风格/语言/画布手感差异","solved; dependency/read demand evidence; hard > normal by reason","front500-normal/keep-old-ok","","","not_reviewed"
"313","32","3","Main/Level_Main_313","shape","1","普通/恢复","121","857","LanguageTurn","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"314","32","4","Main/Level_Main_314","normal","1","普通/恢复","112","887","VisualSpatialTurn","VariationBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","curve","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"315","32","5","Main/Level_Main_315","normal","1","普通/恢复","116","887","BridgeRamp","RampBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","向困难位铺垫，但不能压过困难","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"316","32","6","Main/Level_Main_316","normal","4","极难","233","1405","FirstReadWindow","ExtremePeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","出现第一次明确读题/区域切换","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"317","32","7","Main/Level_Main_317_hole","hole","1","普通/恢复","65","694","BreathOrPractice","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"318","32","8","Main/Level_Main_318","shape","2","困难","125","867","LatePressureWindow","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"319","32","9","Main/Level_Main_319","normal","1","普通/恢复","115","878","PeakSetup","RampBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","Peel/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; normal-high effective load; prepares hard without becoming peak","front500-normal/keep-old-ok","","","not_reviewed"
"320","32","10","Main/Level_Main_320","normal","1","普通/恢复","114","814","PeakOrLanding","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","高级Hub/LongChain少量引入 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"321","33","1","Main/Level_Main_321","normal","1","普通/恢复","108","858","ResetOpener","RecoveryBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","高级Hub/LongChain少量引入 / VariationRead","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"322","33","2","Main/Level_Main_322","normal","1","普通/恢复","101","760","BaselinePractice","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","高级Hub/LongChain少量引入 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"323","33","3","Main/Level_Main_323","shape","2","困难","124","848","LanguageTurn","HardReadBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","高级Hub/LongChain少量引入 / VariationRead","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
