order,section10,mainMissionId,levelName,category,difficultyNameZh,experienceRole,roleInSection,finalStatus,finalLevelId,finalAssetPath,originalLevelId,originalAssetPath,replacementSourceKind,productionLane,productionChainLanguage,productionDifficultyBand,sourceCoverage,maxChoices,localPatchSolveRunMax,nearOuterPatchSolveRunMax,solveTraceQualityScore,solveTraceCollapseRiskScore,solveSameAxisRunMax,solveSameDirHeadRunMax,assemblyAction,assemblySourcePool,assemblySourceRoot,assemblyGateClass,assemblySelectionReason,assemblyCopyRequired,assemblyCandidateLevelId,assemblyCandidateAssetPath,assemblyCandidateStyle,assemblyCandidateChainLanguage,assemblyCandidateRole,assemblyManualReview,assemblyRemainingGap,assemblyGapReason,assemblyCandidateWidth,assemblyCandidateHeight,assemblyCandidateChains,assemblyCandidateAvgChoices,assemblyCandidateMaxChain,assemblyCandidateAvgChain,assemblyCandidateStraightness,assemblyCandidateProfile
206,21,306,Main/Level_Main_206,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L206_direct_normal_topup_04_direct_normal_topup_rect_co.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Hard,0.99,10,6,6,0.843,0.223,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalTargetMissingHardGate,False,c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset,,rail_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w11d
207,21,307,Main/Level_Main_207,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section.asset,r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L207_r2_outer_strong_005_r2_006_a401_maskonlyb09_04_mai.asset,shape_psg_inventory,,,,0.991,10,10,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_11_L207_magnetvarianta_r2section.asset,SectionUnlock,,TraceKeeper,False,False,,,,112,4.66,,,,SectionUnlock
208,21,308,Main/Level_Main_208,normal,困难,Pressure,Hard,ReplacedFront300PriorityV3,c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L208_direct_normal_12_direct_normal_rect_section_unlock.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.988,10,3,3,0.885,0.212,8,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ExternalCandidatePlanned,False,c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,4.85,,,,Campaign500NormalFullV1:w12b
209,21,309,Main/Level_Main_209,normal,极难,Peak,Peak,ReplacedFront300PriorityV3,nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset,direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L209_direct_diff120_144_direct_diff_veryhard_dag_unlock.asset,normal,NutationLongChainStrict60Front300,spine_chain,,0.938,8,7,7,0.91,0.134,6,6,ActiveReplace,NutationLongChainStrict60Front300,,NutationLongChainStrictSupplementFront300,front300_priority_v3|primary145=False|class=longchain|oldStatus=ReplacedHardGate0910,False,nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset,maze_long_chain,spine_chain,,False,False,,32,40,73,,26,16.45,0.624,
210,21,310,Main/Level_Main_210,normal,普通/恢复,Normal,,ReplacedFront300PriorityV3,c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L210_direct_normal_149_direct_normal_rect_quasi_symmetr.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.986,10,5,3,0.852,0.21,8,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,,,,,Campaign500NormalFullV1:w11b
211,22,311,Main/Level_Main_211,normal,普通/恢复,Recovery,,ReplacedFront300PriorityV3,c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset,direct_normal_135_direct_normal_rect_sweep_g1_v14,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L211_direct_normal_135_direct_normal_rect_sweep_g1_v14.asset,normal,Campaign500_HardGateUntil0910,curve_chain,Hard,0.988,9,5,2,0.862,0.161,6,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset,,curve_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w11c
212,22,312,Main/Level_Main_212,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L212_direct_pure_normal_extra_01_16_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.985,10,5,3,0.907,0.113,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ReplacedHardGate0910,False,c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,,,,,Campaign500NormalFullV1:w12a
213,22,313,Main/Level_Main_213,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset,r2_outer_strong_005_r2_006_a401_maskonlyb02_07_large_wizardhat,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L213_r2_outer_strong_005_r2_006_a401_maskonlyb02_07_lar.asset,shape_psg_inventory,,,,0.986,9,8,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_57_L213_wizardhat_dual.asset,DualZone,,TraceKeeper,False,False,,,,114,5.38,,,,DualZone
214,22,314,Main/Level_Main_214,normal,特别困难,Pressure,,ReplacedFront300PriorityV3,c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset,direct_normal_66_direct_normal_rect_core_burst_g0_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L214_direct_normal_66_direct_normal_rect_core_burst_g0_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Hard,0.981,10,5,4,0.868,0.169,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset,,rail_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w12d
215,22,315,Main/Level_Main_215,normal,普通/恢复,Normal,,ReplacedFront300PriorityV3,c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L215_direct_pure_topup_05_12_direct_normal_pure_rect_de.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Hard,0.992,10,5,5,0.877,0.174,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset,,rail_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w10smh
216,22,316,Main/Level_Main_216,normal,极难,Peak,Peak,ReplacedFront300PriorityV3,c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L216_direct_pure_topup_09_08_direct_polish_hard_pure_re.asset,normal,Campaign500_HardGateUntil0910,,,0.982,11,7,3,0.842,0.22,7,7,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ReplacedHardGate0910,False,c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset,,,,False,False,,,,,,,,,c5hole_lowchoice_v1_h05r_order196_shortroot1_trace_joined.csv
217,22,317,Main/Level_Main_217_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L217_hole_candidate_072_wide_28x22_lock.asset,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L217_hole_candidate_072_wide_28x22_lock.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
218,22,318,Main/Level_Main_218,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_next10c_10_L218_mailbox,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L218_r2_outer_strong_005_r2_006_a401_maskonlyb04_14_mai.asset,shape_psg_inventory,,,,0.983,9,11,3,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_next10c_10_L218_mailbox,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10C/campaign500_shape_psg_next10c_10_L218_mailbox.asset,SectionUnlock,,TraceKeeper,False,False,,,,106,4.03,,,,SectionUnlock
219,22,319,Main/Level_Main_219,normal,困难,Normal,Hard,ReplacedFront300PriorityV3,c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L219_direct_normal_topup_17_direct_normal_topup_rect_se.asset,normal,Campaign500_HardGateUntil0910,mixed_chain,Peak,0.99,10,4,4,0.854,0.138,6,4,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ExternalCandidatePlanned,False,c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset,,mixed_chain,Peak,False,False,,,,,5.77,,,,Campaign500NormalFullV1:w11c
220,22,320,Main/Level_Main_220,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,ReplacedFront300PriorityV3,c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L220_direct_pure_normal_extra_02_10_direct_normal_pure_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Hard,0.981,9,7,3,0.844,0.213,8,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ReplacedHardGate0910,False,c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset,,rail_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w13a
221,23,321,Main/Level_Main_221,normal,困难,Recovery,Hard,ReplacedFront300PriorityV3,nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L221_direct_diff120_91_direct_diff_hard_near_square_den.asset,normal,NutationLongChainStrict60Front300,spine_chain,,0.947,6,3,2,0.903,0.176,7,6,ActiveReplace,NutationLongChainStrict60Front300,,NutationLongChainStrictSupplementFront300,front300_priority_v3|primary145=False|class=longchain|oldStatus=ExternalCandidatePlanned,False,nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset,maze_long_chain,spine_chain,,False,False,,22,30,47,4.6,26,13.3,0.655,
222,23,322,Main/Level_Main_222,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,ReplacedFront300PriorityV3,campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset,direct_normal_26_direct_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L222_direct_normal_26_direct_normal_rect_core_burst_g2_.asset,normal,Campaign500_HardGateUntil0910,rail_chain,Hard,0.991,10,6,3,0.891,0.127,5,5,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=ReplacedHardGate0910,False,campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset,,rail_chain,Hard,False,False,,,,,,,,,relocated_from_order_369
223,23,323,Main/Level_Main_223,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L223_r2_outer_strong_005_r2_006_a401_maskonlyb01_03_lar.asset,shape_psg_inventory,,,,0.981,10,11,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_59_L223_magnifier_sweep.asset,Sweep,,TraceKeeper,False,False,,,,103,5.5,,,,Sweep
224,23,324,Main/Level_Main_224,normal,困难,Pressure,,ReplacedFront300PriorityV3,c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L224_direct_normal_27_direct_normal_rect_dual_zone_g2_v.asset,normal,Campaign500_HardGateUntil0910,curve_chain,Hard,0.987,9,6,5,0.823,0.225,6,6,ActiveReplace,Campaign500_HardGateUntil0910,,CampaignHardGateFront300Priority,front300_priority_v3|primary145=True|class=hardgate_hard|oldStatus=OriginalNonTarget,False,c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset,,curve_chain,Hard,False,False,,,,,,,,,Campaign500NormalFullV1:w13b
225,23,325,Main/Level_Main_225_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_topup_022_topup_std_22x28_maze,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L225_hole_topup_022_topup_std_22x28_maze.asset,hole_topup_022_topup_std_22x28_maze,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L225_hole_topup_022_topup_std_22x28_maze.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
226,23,326,Main/Level_Main_226,normal,普通/恢复,Normal,,ReplacedFront300PriorityV3,nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L226_direct_normal_69_direct_normal_rect_quasi_symmetry.asset,normal,NutationLongChainStrict60Front300,spine_chain,,0.95,6,5,5,0.862,0.248,8,8,ActiveReplace,NutationLongChainStrict60Front300,,NutationLongChainStrictSupplementFront300,front300_priority_v3|primary145=False|class=longchain|oldStatus=OriginalNonTarget,False,nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset,maze_long_chain,spine_chain,,False,False,,22,30,50,,26,12.54,0.607,
