order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
445,Recovery,Recovery,A_peak9,very_hard,sweep,direct_advanced_candidates,197,130.3,25,11.57,1055,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04.asset,direct_advanced:sweep:g3,ok,ok
446,Normal,Normal,A_peak9,hard,dense,direct_polish_clean_candidates,136,162.8,20,10.60,569,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,direct_polish:dense_weave:g2,ok,ok
447,Shape,Novelty,A_peak9,shape,shape_object,shape_final_with_supplement,91,237,13,11.18,0.164,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,shape:Object:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
448,Pressure,Hard,A_peak9,very_hard,section,direct_advanced_candidates,196,128.8,22,12.96,1135,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,direct_advanced:quasi_symmetry:g1,ok,ok
449,Peak,RelativeExtreme,A_peak9,very_hard,lock,direct_pure_topup_slice07_candidates,181,118.1,28,11.55,993,direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_14_direct_polish_hard_pure_rect_core_burst_g10_v02.asset,direct_polish:core_burst:g10,ok,ok
450,Normal,Normal,A_peak9,hard,section,direct_pure_topup_slice10_candidates,165,147.4,23,12.86,870,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,direct_polish:section_unlock:g12,ok,ok
451,HoleRescue,Mechanic,hole10_block_451_460,normal,hole_rescue,hole_combined_20260613,64,255,14,0.219,0.25,hole_candidate_030_std_24x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_030_std_24x28_lock.asset,hole_combined:LockBuckle:std_24x28_lock,hole10_v4:LockBuckle:keep,hole10_v4_keep
452,Normal,Normal,F_chapter_breath,hard,lock,direct_pure_topup_slice07_candidates,154,162.9,25,15.40,617,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,direct_polish:lock_buckle:g9,ok,ok
453,Shape,Novelty,F_chapter_breath,normal,shape_character,shape_final_with_supplement,88,234,12,10.32,11.2,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,shape:Character:animals-mascots:character:procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513,rel:Novelty:ShapeVisual:Shape:Character:animals-mascots:character:main,Flow
454,Pressure,Hard,F_chapter_breath,hard,section,direct_pure_topup_slice09_candidates,159,147.2,19,10.41,834,direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_07_direct_polish_hard_pure_rect_dual_zone_g14_v06.asset,direct_polish:dual_zone:g14,ok,ok
455,Normal,Normal,F_chapter_breath,hard,dense,direct_pure_topup_slice07_candidates,149,147.1,22,10.86,778,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,direct_polish:dense_weave:g11,ok,ok
456,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,direct_advanced_candidates,224,132.7,26,10.21,1585,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,direct_advanced:section_unlock:g1,ok,ok
457,Recovery,Recovery,F_chapter_breath,normal,sweep,direct_normal_topup_candidates,117,160.8,10,8.48,589,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,direct_normal:sweep:g8,ok,ok
458,Shape,Novelty,F_chapter_breath,shape,shape_nature,shape_final_with_supplement,86,247,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,shape:Nature:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|BottleneckHeavy,Normal
459,Normal,Normal,F_chapter_breath,very_hard,section,direct_pure_topup_slice07_candidates,180,110.7,25,13.88,866,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,direct_polish:quasi_symmetry:g10,ok,ok
460,Normal,Normal,F_chapter_breath,hard,lock,direct_pure_topup_slice08_candidates,156,159.1,24,12.12,703,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,direct_polish:core_burst:g12,ok,ok
461,Recovery,Recovery,B_peak7_end_calm,hard,sweep,direct_pure_topup_slice07_candidates,168,161.3,16,11.55,1019,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,direct_polish:sweep:g10,ok,ok
462,Normal,Normal,B_peak7_end_calm,hard,dense,direct_pure_topup_slice08_candidates,135,163.5,16,7.65,755,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,direct_polish:dense_weave:g13,ok,ok
463,Shape,Novelty,B_peak7_end_calm,shape,shape_landmark,shape_final_with_supplement,86,246,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:StartFakeWide|PeakTooFlat,Normal
464,Pressure,Hard,B_peak7_end_calm,normal,lock,direct_normal_topup_candidates,111,197.7,12,5.81,504,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,direct_normal:lock_buckle:g7,ok,ok
465,Recovery,Recovery,B_peak7_end_calm,very_hard,sweep,direct_advanced_candidates,213,127.4,27,11.72,1124,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,direct_advanced:sweep:g2,ok,ok
466,Normal,Normal,B_peak7_end_calm,hard,section,direct_pure_topup_slice07_candidates,166,151.8,21,10.34,906,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,direct_polish:dual_zone:g9,ok,ok
467,HoleRescue,Mechanic,hole10_block_461_470,normal,hole_rescue,hole_combined_20260613,63,254,8,0.127,0.222,hole_topup_031_topup_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,hole_combined:MazeLongChain:topup_std_26x26_maze,hole10_v4:MazeLongChain:keep,hole10_v4_keep
468,Shape,Novelty,B_peak7_end_calm,shape,shape_toolui,shape_final_with_supplement,84,241,12,10.32,0.158,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,shape:ToolUI:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Normal
469,Pressure,Hard,B_peak7_end_calm,extreme,maze,direct_polish_extreme_long_candidates,366,99.7,20,17.09,2922,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,direct_polish:hui_spiral:g9,ok,ok
470,Recovery,Recovery,B_peak7_end_calm,hard,section,direct_pure_topup_slice09_candidates,149,156.1,21,13.08,650,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_polish:section_unlock:g10,ok,ok
471,Recovery,Recovery,C_double_wave,normal,sweep,direct_normal_topup_candidates,106,195.4,11,5.29,497,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,direct_normal:sweep:g7,ok,ok
472,Pressure,Hard,C_double_wave,very_hard,section,direct_advanced_candidates,231,128.8,27,9.88,1467,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,direct_advanced:stair_push:g1,ok,ok
473,Shape,Novelty,C_double_wave,shape,shape_landmark,shape_final_with_supplement,82,236,11,9.46,0.164,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
474,Recovery,Recovery,C_double_wave,very_hard,dense,direct_advanced_candidates,178,114.2,25,15.90,762,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,direct_advanced:dense_weave:g1,ok,ok
475,Normal,Normal,C_double_wave,very_hard,section,direct_advanced_candidates,195,116.2,26,12.24,1056,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,direct_advanced:dual_zone:g0,ok,ok
476,Pressure,Hard,C_double_wave,hard,lock,direct_normal_candidates,126,153.8,17,9.56,533,direct_normal_136_direct_normal_rect_core_burst_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,direct_normal:core_burst:g1,ok,ok
477,HoleRescue,Mechanic,hole10_block_471_480,normal,hole_rescue,hole_combined_20260613,60,252,5,0.083,0.329,hole_candidate_032_std_24x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,hole_combined:DenseWeave:std_24x28_dense,hole10_v4:DenseWeave:keep,hole10_v4_keep
478,Shape,Novelty,C_double_wave,shape,shape_space,shape_final_with_supplement,86,229,12,10.32,0.163,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,shape:Space:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
479,Peak,RelativeExtreme,C_double_wave,very_hard,section,direct_advanced_candidates,185,144.8,24,8.54,1276,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,direct_advanced:quasi_symmetry:g1,ok,ok
480,Recovery,Recovery,C_double_wave,hard,sweep,direct_pure_topup_slice08_candidates,141,185.2,15,5.75,871,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,direct_polish:sweep:g13,ok,ok
481,Recovery,Recovery,D_visual_middle,normal,maze,direct_normal_candidates,108,159.5,17,7.37,581,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,direct_normal:maze_long_chain:g0,ok,ok
482,Normal,Normal,D_visual_middle,hard,lock,direct_pure_topup_slice10_candidates,150,150.5,23,13.53,611,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset,direct_polish:core_burst:g12,ok,ok
483,Shape,Novelty,D_visual_middle,shape,shape_landmark,shape_final_with_supplement,82,220,11,9.46,0.164,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,shape:Landmark:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear,Flow
484,HoleRescue,Mechanic,hole10_block_481_490,normal,hole_rescue,hole_combined_20260613,62,253,11,0.177,0.242,hole_candidate_103_notch_24x28_section_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset,hole_combined:SectionUnlock:notch_24x28_section_b,hole10_v4:SectionUnlock:keep,hole10_v4_keep
485,Pressure,Hard,D_visual_middle,very_hard,section,direct_advanced_candidates,189,132.4,23,10.57,993,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset,direct_advanced:dual_zone:g1,ok,ok
486,Recovery,Recovery,D_visual_middle,very_hard,sweep,direct_advanced_candidates,213,131.4,21,13.01,1329,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,direct_advanced:sweep:g0,ok,ok
487,Shape,Novelty,D_visual_middle,shape,shape_object,shape_final_with_supplement,84,225,12,10.32,0.158,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,shape:Object:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear|PeakTooFlat,Flow
488,Normal,Normal,D_visual_middle,very_hard,section,direct_advanced_candidates,195,132.0,27,10.66,1105,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,direct_advanced:stair_push:g3,ok,ok
489,Pressure,Hard,D_visual_middle,normal,lock,direct_normal_candidates,108,186.6,16,6.64,540,direct_normal_46_direct_normal_rect_core_burst_g4_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,direct_normal:core_burst:g4,ok,ok
490,Normal,Normal,D_visual_middle,very_hard,section,direct_advanced_candidates,199,112.2,28,14.64,1023,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,direct_advanced:section_unlock:g2,ok,ok
491,Normal,Normal,E_early_peak,extreme,sweep,direct_polish_extreme_long_candidates,337,98.1,25,17.57,2334,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,direct_polish:snake_spine:g9,ok,ok
492,HoleRescue,Mechanic,hole10_block_491_500,normal,hole_rescue,hole_combined_20260613,63,254,9,0.143,0.216,hole_candidate_041_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_041_std_26x26_maze.asset,hole_combined:MazeLongChain:std_26x26_maze,hole10_v4:MazeLongChain:keep,hole10_v4_keep
493,Shape,Novelty,E_early_peak,shape,shape_object,shape_final_with_supplement,81,222,11,9.46,0.162,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,shape:Character:SpecialShape,NoRisk|yellow_replacement:GrindyLowClear|PeakTooFlat,Flow
494,Normal,Normal,E_early_peak,very_hard,dense,direct_advanced_candidates,192,102.6,27,15.77,967,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,direct_advanced:dense_weave:g0,ok,ok
495,Recovery,Recovery,E_early_peak,refresh,sweep,direct_pure_topup_slice06_candidates,97,156.6,16,6.87,487,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,direct_normal:sweep:g8,ok,ok
496,Peak,VeryHard,E_early_peak,normal,lock,direct_normal_topup_candidates,108,169.3,16,6.87,522,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,direct_normal:core_burst:g10,ok,ok
