"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","loadMode","originalLevelId","originalAssetPath","finalLevelId","finalAssetPath","actualLoadedAssetPath","actualLoadedGuid","syncAssetPath","replacementSourcePool","replacementSourceKind","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","rhythmStyleGroup","sectionWaveRole","rhythmStageBand","templateTargetChains","actualChains","effectiveChainLoad","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"272","28","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_33_direct_normal_rect_lock_buckle_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L272_direct_normal_33_direct_normal_rect_lock_buckle_g3.asset","campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","774c8417579e9f849aba4c7ba7a0d579","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_seedweave_braid_carrier","longchain","family_profile_chain","longchain","Normal","S03_front300_quality","115","21","67.38","0.9524","8","3","0.919","target=115;stageTarget=115;effective=67.4;chains=21;role=Normal;style=longchain;chain=family_profile_chain;cost=191.0","rhythm_v4|target=115;stageTarget=115;effective=67.4;chains=21;role=Normal;style=longchain;chain=family_profile_chain;cost=191.0"
"273","28","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset","campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","0fbb35f2e2dc0e64fa9534ad41f76e65","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","SectionUnlock","","","Shape","S03_front300_quality","113","111","","0.983","11","8","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"274","28","normal","特别困难","Pressure","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L274_direct_diff120_95_direct_diff_hard_near_square_sta.asset","c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","6ba3a04bbdb421a4f9d0683efb1dd04d","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","hardgate","Hard","S03_front300_quality","131","63","69.13","0.974","8","6","0.848","target=131;stageTarget=131;effective=69.1;chains=63;role=Hard;style=hardgate;chain=rail_chain;cost=206.7","rhythm_v4|target=131;stageTarget=131;effective=69.1;chains=63;role=Hard;style=hardgate;chain=rail_chain;cost=206.7"
"275","28","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_04_direct_normal_rect_dense_weave_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L275_direct_normal_04_direct_normal_rect_dense_weave_g0.asset","nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","6470d5c74aff5c2449fcb3f18a76d9d2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","NutationLongChainStrict60Front300","normal","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","longchain","Normal","S03_front300_quality","106","48","60.35","0.95","7","3","0.917","target=106;stageTarget=106;effective=60.4;chains=48;role=Normal;style=longchain;chain=spine_chain;cost=168.6","rhythm_v4|target=106;stageTarget=106;effective=60.4;chains=48;role=Normal;style=longchain;chain=spine_chain;cost=168.6"
"276","28","normal","极难","Peak","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L276_direct_advanced_20_direct_advanced_veryhard_rect_d.asset","campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","98b7a49bc2a7c184e8490c6a9932cdc7","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_seedmaze_section_weave","longchain","family_profile_chain","longchain","PeakExtreme","S03_front300_quality","201","23","64.69","0.9437","8","3","0.93","target=201;stageTarget=201;effective=64.7;chains=23;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=370.8","rhythm_v4|target=201;stageTarget=201;effective=64.7;chains=23;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=370.8"
"277","28","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_topup_030_topup_std_26x26_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L277_hole_topup_030_topup_std_26x26_dual.asset","hole_topup_030_topup_std_26x26_dual","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L277_hole_topup_030_topup_std_26x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","9e73faad266f64a4987c09abb4c526bb","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","","","","","","","","HoleRescue","S03_front300_quality","61","","","","","","","unchanged_from_v3_or_non_normal",""
"278","28","shape","困难","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L278_r2_outer_strong_005_r2_006_a401_maskonlyb04_02_mai.asset","campaign500_shape_psg_next10e_02_L278_tree","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","e8478b5a12fab2b46a78542f60a0cc6b","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","ShapeMaskInventory","shape_psg_inventory","NeedsFinalManualReview","","SectionUnlock","","","Shape","S03_front300_quality","119","116","","0.988","12","8","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"279","28","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L279_direct_normal_topup_14_direct_normal_topup_rect_st.asset","campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","8125f4204884ad340a5c95403d207872","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","neutral","Normal","S03_front300_quality","107","54","66.56","0.989","10","7","0.872","target=107;stageTarget=107;effective=66.6;chains=54;role=Normal;style=neutral;chain=mixed_chain;cost=177.5","rhythm_v4|target=107;stageTarget=107;effective=66.6;chains=54;role=Normal;style=neutral;chain=mixed_chain;cost=177.5"
"280","28","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_113_direct_normal_rect_lock_buckle_g5_v12","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L280_direct_normal_113_direct_normal_rect_lock_buckle_g.asset","campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","1d939a42ddb48664cb36ee41b19c19dc","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","Campaign500NormalFullV1UnusedStrict","normal","RhythmV4Front300TraceKeep","FlowPatch","flow","patch_chain","flow","Normal","S03_front300_quality","107","54","70.05","0.991","9","9","0.912","target=107;stageTarget=107;effective=70.0;chains=54;role=Normal;style=flow;chain=patch_chain;cost=178.5","rhythm_v4|target=107;stageTarget=107;effective=70.0;chains=54;role=Normal;style=flow;chain=patch_chain;cost=178.5"
"281","29","normal","普通/恢复","Recovery","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_95_direct_normal_rect_sweep_g3_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L281_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","aec13838f3baaea4cb6aa1222a5dd7e7","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","NutationLongChainStrict60Front300","normal","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","longchain","Recovery","S03_front300_quality","107","43","60.66","0.924","6","6","0.961","target=107;stageTarget=107;effective=60.7;chains=43;role=Recovery;style=longchain;chain=spine_chain;cost=182.0","rhythm_v4|target=107;stageTarget=107;effective=60.7;chains=43;role=Recovery;style=longchain;chain=spine_chain;cost=182.0"
"282","29","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_114_direct_normal_rect_dense_weave_g5_v12","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L282_direct_normal_114_direct_normal_rect_dense_weave_g.asset","campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","aaef10a8b3d55d847b743024283c818b","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","Campaign500_HardGateUntil0910","normal","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","hardgate","Normal","S03_front300_quality","107","54","65.08","0.991","10","5","0.851","target=107;stageTarget=107;effective=65.1;chains=54;role=Normal;style=hardgate;chain=rail_chain;cost=185.3","rhythm_v4|target=107;stageTarget=107;effective=65.1;chains=54;role=Normal;style=hardgate;chain=rail_chain;cost=185.3"
"283","29","shape","困难","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L283_r2_outer_strong_005_r2_006_a401_maskonlyb08_02_mai.asset","campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","a55cb1b3da4c76845ba4540b4f8d5d5f","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S03_front300_quality","119","114","","0.991","10","9","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"284","29","normal","特别困难","Pressure","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L284_direct_pure_topup_07_22_direct_polish_hard_pure_re.asset","campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","08a6f780142c19142962ceb8f59e5b52","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_headmix_outerclean","longchain","family_profile_chain","longchain","Hard","S03_front300_quality","172","29","64.99","0.9540","8","5","0.925","target=172;stageTarget=172;effective=65.0;chains=29;role=Hard;style=longchain;chain=family_profile_chain;cost=299.3","rhythm_v4|target=172;stageTarget=172;effective=65.0;chains=29;role=Hard;style=longchain;chain=family_profile_chain;cost=299.3"
"285","29","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_topup_025_topup_std_24x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset","hole_topup_025_topup_std_24x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","23eed199cbf0b6b46872faed2b7da3bb","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","","","","","","","","HoleRescue","S03_front300_quality","62","","","","","","","unchanged_from_v3_or_non_normal",""
"286","29","normal","普通/恢复","Normal","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L286_direct_normal_topup_39_direct_normal_topup_rect_qu.asset","campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","37244031406c31148a0310c93047db9a","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","longchain","Normal","S03_front300_quality","107","24","59.72","0.9332","8","2","0.904","target=107;stageTarget=107;effective=59.7;chains=24;role=Normal;style=longchain;chain=family_profile_chain;cost=210.8","rhythm_v4|target=107;stageTarget=107;effective=59.7;chains=24;role=Normal;style=longchain;chain=family_profile_chain;cost=210.8"
"287","29","normal","极难","Peak","REPLACED","True","ReplacedRhythmV4","ActiveReplace","ManifestAsset","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L287_direct_advanced_35_direct_advanced_veryhard_rect_c.asset","campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","075836b3f3b34f3438f59fbc7b909f46","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","SeedV5LongChain30Front300","normal","RhythmV4Front300TraceKeep","slot_seedweave_dense_support","longchain","family_profile_chain","longchain","PeakExtreme","S03_front300_quality","214","29","65.44","0.9339","10","5","0.893","target=214;stageTarget=214;effective=65.4;chains=29;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=461.5","rhythm_v4|target=214;stageTarget=214;effective=65.4;chains=29;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=461.5"
